"Name","TID","InfoTID","BuildingClass","SecondaryTargetingClass","ShopBuildingClass","SWF","ExportName","ExportNameNpc","ExportNameConstruction","ExportNameLocked","BuildTimeD","BuildTimeH","BuildTimeM","BuildTimeS","BuildResource","BuildCost","TownHallLevel","TownHallLevel2","Width","Height","Icon","ExportNameBuildAnim","ExportNameUpgradeAnim","MaxStoredGold","MaxStoredElixir","MaxStoredDarkElixir","MaxStoredWarGold","MaxStoredWarElixir","MaxStoredWarDarkElixir","MaxStoredGold2","MaxStoredElixir2","PercentageStoredGold","PercentageStoredElixir","PercentageStoredDarkElixir","LootOnDestruction","Bunker","Village2Housing","HousingSpace","HousingSpaceAlt","ProducesResource","ResourcePer100Hours","ResourceMax","ResourceIconLimit","UnitProduction","UpgradesUnits","ProducesUnitsOfType","BoostCost","FreeBoost","Hitpoints","RegenTime","AttackRange","AltAttackMode","AltAttackRange","PrepareSpeed","AttackSpeed","AltAttackSpeed","CoolDownOverride","DPS","AltDPS","Damage","PreferredTarget","PreferredTargetDamageMod","RandomHitPosition","DestroyEffect","DestroyDamageEffect","AttackEffect","AttackEffect2","ChainAttackDistance","AttackEffectAlt","HitEffect","Projectile","AltProjectile","ExportNameDamaged","BuildingW","BuildingH","BaseGfx","ExportNameBase","AirTargets","GroundTargets","AltAirTargets","AltGroundTargets","AltMultiTargets","AmmoCount","AmmoResource","AmmoCost","MinAttackRange","DamageRadius","PushBack","WallCornerPieces","LoadAmmoEffect","NoAmmoEffect","ToggleAttackModeEffect","PickUpEffect","PlacingEffect","CanNotSellLast","DefenderCharacter","DefenderCount","DefenderZ","AltDefenderZ","DestructionXP","Locked","StartingHomeCount","Hidden","AOESpell","AOESpellAlternate","TriggerRadius","ExportNameTriggered","AppearEffect","ForgesSpells","ForgesMiniSpells","IsHeroBarrack","HeroType","IncreasingDamage","DPSLv2","DPSLv3","DPSMulti","Lv2SwitchTime","Lv3SwitchTime","AttackEffectLv2","AttackEffectLv3","TransitionEffectLv2","TransitionEffectLv3","AltNumMultiTargets","PreventsHealing","StrengthWeight","AlternatePickNewTargetDelay","AltBuildResource","SpeedMod","StatusEffectTime","ShockwavePushStrength","ShockwaveArcLength","ShockwaveExpandRadius","TargetingConeAngle","AimRotateStep","PenetratingProjectile","PenetratingRadius","PenetratingExtraRange","TurnSpeed","NeedsAim","TargetGroups","TargetGroupsRadius","HitSpell","HitSpellLevel","ExportNameBeamStart","ExportNameBeamEnd","Damage2","Damage2Radius","Damage2Delay","Damage2Min","Damage2FalloffStart","Damage2FalloffEnd","HitEffect2","WakeUpSpeed","WakeUpSpace","PreAttackEffect","ShareHeroCombatData","BurstCount","BurstDelay","AltBurstCount","AltBurstDelay","DummyProjectileCount","DieDamage","DieDamageRadius","DieDamageEffect","DieDamageDelay","IsRed","VillageType","WallBlockX","WallBlockY","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","DefenceTroopCount","DefenceTroopCharacter","DefenceTroopCharacter2","DefenceTroopLevel","AmountCanBeUpgraded","SelfAsAoeCenter","NewTargetAttackDelay","GearUpBuilding","GearUpLevelRequirement","GearUpResource","GearUpCost","GearUpTime","GearUpTID"
"Hero Altar Barbarian King","TID_BARBARIAN_KING","TID_BARBARIAN_KING_INFO","Army",,,"sc/buildings.sc","heroaltar_barbarian_king_lvl1",,"heroaltar_barbarian_king_const",,,,,,"DarkElixir",10000,7,7,3,3,,"heroaltar_barbarian_king_upg",,,,,,,,,,,,,,,,,,,,,,,,,5,,250,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,"rockWood_destructed_tiles3",2,2,,"heroaltar_base",,,,,,,,,,,,,,,,"Hero Altar Pickup","Hero Altar Place","true",,,,,,,,,,,,,,,,"true","Barbarian King",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark Elixir Pump","TID_BUILDING_DARK_ELIXIR_PUMP","TID_DARK_ELIXIR_PUMP_INFO","Resource",,,"sc/buildings.sc","darkelixir_pump_lvl1",,"darkelixir_pump_const",,1,0,,,"Elixir",1000000,1,1,3,3,,"darkelixir_pump_upg",,,,,,,,,,,,,,,,,,"DarkElixir",2000,160,1,,,,7,,800,15,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,"rockWood_destructed_tiles3",2,2,,"dark_elixir_pump_base",,,,,,,,,,,,,,,,"Dark Elixir Drill Pickup","Dark Elixir Drill Place","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkelixir_pump_lvl2",,,,2,0,,,,1500000,1,1,,,,,,,,,,,,,,,,,,,,,,,3000,300,1,,,,10,,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkelixir_pump_lvl3",,,,3,0,,,,2000000,1,1,,,,,,,,,,,,,,,,,,,,,,,4500,540,1,,,,15,,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkelixir_pump_lvl4",,,,4,0,,,,3000000,9,9,,,,,,,,,,,,,,,,,,,,,,,6000,840,2,,,,20,,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkelixir_pump_lvl5",,,,6,0,,,,4000000,9,9,,,,,,,,,,,,,,,,,,,,,,,8000,1280,2,,,,25,,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkelixir_pump_lvl6",,,,8,0,,,,5000000,9,9,,,,,,,,,,,,,,,,,,,,,,,10000,1800,3,,,,30,,1160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark Elixir Storage","TID_BUILDING_DARK_ELIXIR_STORAGE","TID_DARK_ELIXIR_STORAGE_INFO","Resource",,,"sc/buildings.sc","darkelixir_storage_level1",,"darkelixir_storage_const",,1,0,,,"Elixir",600000,1,1,3,3,,"darkelixir_storage_upg",,,,10000,,,,,,,,,,,,,,,,,,,,,,,2000,30,,,,,,,,,,,,,,"Elixir Storage Destroyed",,,,,,,,,"elixir_destructed_state3",2,2,,"dark_elixir_storage_lvl1_base",,,,,,,,,,,,,,,,"Dark Elixir Storage Pickup","Dark Elixir Storage Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkelixir_storage_level2",,,,2,0,,,,1200000,1,1,,,,,,,,17500,,,,,,,,,,,,,,,,,,,,,,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dark_elixir_storage_lvl2_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkelixir_storage_level3",,,,3,0,,,,1800000,8,8,,,,"alliance_castle_upg",,,,40000,,,,,,,,,,,,,,,,,,,,,,,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dark_elixir_storage_lvl3_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkelixir_storage_level4",,,,4,0,,,,2400000,8,8,,,,"alliance_castle_upg",,,,75000,,,,,,,,,,,,,,,,,,,,,,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dark_elixir_storage_lvl4_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkelixir_storage_level5",,,,5,0,,,,3000000,9,9,,,,"alliance_castle_upg",,,,140000,,,,,,,,,,,,,,,,,,,,,,,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dark_elixir_storage_lvl5_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkelixir_storage_level6",,,,6,0,,,,3600000,9,9,,,,"alliance_castle_upg",,,,180000,,,,,,,,,,,,,,,,,,,,,,,3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dark_elixir_storage_lvl6_base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Altar Archer Queen","TID_ARCHER_QUEEN","TID_ARCHER_QUEEN_INFO","Army",,,"sc/buildings.sc","heroaltar_archer_queen_lvl1",,"heroaltar_archer_queen_const",,,,,,"DarkElixir",40000,9,9,3,3,,"heroaltar_archer_queen_upg",,,,,,,,,,,,,,,,,,,,,,,,,5,,250,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,"rockWood_destructed_tiles3",2,2,,"heroaltar_base",,,,,,,,,,,,,,,,"Hero Altar Pickup","Hero Altar Place","true",,,,,,,,,,,,,,,,"true","Archer Queen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark Elixir Barrack","TID_DARK_ELIXIR_BARRACK","TID_DARK_ELIXIR_BARRACK_INFO","Army",,,"sc/buildings.sc","darkBarracks_lvl1",,"darkBarracks_const",,3,0,0,,"Elixir",750000,7,7,3,3,,"darkBarracks_upg",,,,,,,,,,,,,,,,,,,,,,40,,2,5,,500,15,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,"rockWood_destructed_tiles3",2,2,,"barracks_base",,,,,,,,,,,,,,,,"Training Barrack Pickup","Training Barrack Placing","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkBarracks_lvl2",,,,5,0,0,,,1250000,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkBarracks_lvl3",,,,6,0,0,,,1750000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkBarracks_lvl4",,,,7,0,0,,,2250000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkBarracks_lvl5",,,,8,0,0,,,2750000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkBarracks_lvl6",,,,9,0,0,,,3500000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"darkBarracks_lvl7",,,,12,0,0,,,6000000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dark Tower","TID_BUILDING_DARK_TOWER","TID_DARK_TOWER_INFO","Defense",,,"sc/buildings.sc","dark_tower_lvl1",,"dark_tower_const",,7,0,0,,"Gold",5000000,10,10,2,2,,"dark_tower_upg","dark_tower_lvl1_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,1500,20,900,"true",900,,128,,,30,,,,,,"Building Destroyed",,"Dark Tower Attack 1",,,,"Dark Tower Hit",,,"rock_destructed_tiles2",1,1,,"dark_tower_base","true","true",,,"true",1000,"DarkElixir",500,,,,,"Dark Tower Load","Dark Tower No Ammo","Dark Tower Target","Dark Tower Pickup","Dark Tower Placing",,,,,,,,,,,,,,,,,,,"true",100,1000,30,1500,4250,"Dark Tower Attack 2","Dark Tower Attack 3","Dark Tower Up 2","Dark Tower Up 3",5,"true",2950,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"dark_tower_lvl2",,,,8,0,0,,,6000000,10,10,,,,,"dark_tower_lvl2_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,1800,21,,,,,,,,38,,,,,,,,"Dark Tower Attack 1",,,,,,,"rock_destructed_tiles2",,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,1250,38,1500,4250,"Dark Tower Attack 2","Dark Tower Attack 3",,,5,,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"dark_tower_lvl3",,,,10,0,0,,,7000000,10,10,,,,,"dark_tower_lvl3_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,2100,22,,,,,,,,42,,,,,,,,"Dark Tower lvl3 Attack 1",,,,,,,"rock_destructed_tiles2",,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,1400,42,1500,4250,"Dark Tower lvl3 Attack 2","Dark Tower lvl3 Attack 3",,,5,,2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"dark_tower_lvl4",,,,12,0,0,,,9000000,11,11,,,,,"dark_tower_lvl4_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,2400,23,,,,,,,,50,,,,,,,,"Dark Tower lvl3 Attack 1",,,,,,,"rock_destructed_tiles2",,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,1550,50,1500,4250,"Dark Tower lvl3 Attack 2","Dark Tower lvl3 Attack 3",,,5,,2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"dark_tower_lvl5",,,,14,0,0,,,10000000,11,11,,,,,"dark_tower_lvl5_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,2700,23,,,,,,,,58,,,,,,,,"Dark Tower lvl3 Attack 1",,,,,,,"rock_destructed_tiles2",,,,,,,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,1750,58,1500,4250,"Dark Tower lvl3 Attack 2","Dark Tower lvl3 Attack 3",,,5,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Air Blaster","TID_AIR_BLASTER","TID_AIR_BLASTER_INFO","Defense",,,"sc/buildings.sc","air_mortar_lvl1",,"air_mortar_const",,1,0,0,,"Gold",500000,6,6,2,2,,"air_mortar_upg","air_mortar_lvl1_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,750,20,1500,,,600,5000,,4800,,,,,,,"Building Destroyed",,"Wind Machine Attack",,,,"Wind Machine Hit","Air Blaster Ammo1",,"wood_destructed_tiles2",1,1,,"windmachine_base","true",,,,,,,,100,,,,,,,"Wind Machine Pickup","Wind Machine Place",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,160,700,250,105,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"air_mortar_lvl2",,,,3,0,0,,,750000,6,6,,,,,"air_mortar_lvl2_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,800,21,,,,,,,,,,,,,,,,,,,,,,,"wood_destructed_tiles2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"air_mortar_lvl3",,,,5,0,0,,,1250000,7,7,,,,,"air_mortar_lvl3_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,850,22,,,,,,,,,,,,,,,,,,,,,,,"wood_destructed_tiles2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"air_mortar_lvl4",,,,7,0,0,,,2400000,8,8,,,,,"air_mortar_lvl4_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,900,23,,,,,,,,,,,,,,,,,,,,,,,"rockWood_destructed_tiles2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"air_mortar_lvl5",,,,8,0,0,,,4800000,9,9,,,,,"air_mortar_lvl5_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,950,24,,,,,,,,,,,,,,,,,,,,,,,"rockWood_destructed_tiles2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"air_mortar_lvl6",,,,9,0,0,,,7200000,10,10,,,,,"air_mortar_lvl6_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,1000,25,,,,,,,,,,,,,,,,,,,,,,,"rockWood_destructed_tiles2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mini Spell Factory","TID_BUILDING_MINI_SPELL_FACTORY","TID_MINI_SPELL_FACTORY_INFO","Army",,,"sc/buildings.sc","mini_spell_distillery_lvl1",,"mini_spell_distillery_const",,4,0,,,"Elixir",1500000,8,8,3,3,,"mini_spell_distillery_upg",,,,,,,,,,,,,,,,1,,,,,,2,,2,5,,600,15,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,"rockWood_destructed_tiles3",2,2,,"mini_spell_distillery_base",,,,,,,,,,,,,,,,"Spell Factory Pickup","Spell Factory Place","true",,,,,,,,,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"mini_spell_distillery_lvl2",,,,6,0,,,,2500000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"mini_spell_distillery_lvl3",,,,8,0,,,,3500000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"mini_spell_distillery_lvl4",,,,10,0,,,,4500000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hero Altar Grand Warden","TID_GRAND_WARDEN","TID_GRAND_WARDEN_INFO","Defense",,"Army","sc/buildings.sc","heroaltar_elder_lvl1",,"heroaltar_elder_const",,,,,,"Elixir",6000000,11,11,3,3,,"heroaltar_elder_upg",,,,,,,,,,,,,,,,,,,,,,,,,5,,250,,,,,,,,,,,,,,,"Building Destroyed",,,,,,,,,"rockWood_destructed_tiles3",2,2,,"heroaltar_base",,,,,,,,,,,,,,,,"Hero Altar Pickup","Hero Altar Place","true",,,,,,,,,,,,,,,,"true","Grand Warden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ancient Artillery","TID_BUILDING_ARTILLERY","TID_ARTILLERY_INFO","Defense",,,"sc/buildings.sc","doom_cannon_lvl1",,"laboratory_const",,10,0,0,,"Gold",8000000,11,11,4,4,,"laboratory_upg","doom_cannon_lvl1_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,4000,20,5000,,,,10000,,6992,0,,15,"Golem",3,,"Building Destroyed",,"Artillery Attack",,,,"Ancient Hit","Artillery Ammo1",,"rockWood_destructed_tiles3",2,2,,"laboratory_base","TRUE","true",,,,30,"Elixir",35000,700,300,50,,"Artillery Load","Artillery No Ammo",,"Basic Turret Pickup","Artillery Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,,,,,,,,,,,,,,,"TRUE",500,,,"beam_up","beam_down",,,,,,,,1125,180,"Artillery PreAttack",,3,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"doom_cannon_lvl2",,,,14,0,0,,"Gold",10000000,11,11,,,,,"doom_cannon_lvl2_upgrade",,,,,,,,,,,,,,,,,,,,,,,,,,4400,21,,,,,,,,,,20,,,,,,,,,,,"Artillery Ammo2",,"rockWood_destructed_tiles3",,,,,,,,,,,,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bomb Tower","TID_BUILDING_BOMB_TOWER","TID_BUILDING_BOMB_TOWER_INFO","Defense",,,"sc/buildings.sc","bomb_tower_lvl1",,"mortar_const",,4,0,0,,"Gold",2000000,8,8,3,3,,"mortar_upg",,,,,,,,,,,,,,,,,,,,,,,,,,,650,25,600,,,,1100,,,24,,,,,,"Building Destroyed","Bomb Tower Destroyed1","Bomb Tower Throw Start",,,,"Bomb Tower Hit","Bomb Tower Ammo1",,"rockWood_destructed_tiles3",2,2,,"mortar_base","false","true",,,,,,,,150,,,,,,"Mortar Pickup","Mortar Placing",,"BomberTower_lvl1",1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,275,"Bomb Tower Explode",1000,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"bomb_tower_lvl2",,,,6,0,0,,,3500000,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,,,,,,,,,28,,,,,,,"Bomb Tower Destroyed1",,,,,"Bomb Tower Hit","Bomb Tower Ammo1",,,,,,,,,,,,,,,,,,,,,,,,,"BomberTower_lvl1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"bomb_tower_lvl3",,,,8,0,0,,,5000000,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,32,,,,,,,"Bomb Tower Destroyed2",,,,,"Bomb Tower Hit2","Bomb Tower Ammo2",,,,,,,,,,,,,,,,,,,,,,,,,"BomberTower_lvl2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"bomb_tower_lvl4",,,,10,0,0,,,7000000,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,40,,,,,,,"Bomb Tower Destroyed3",,,,,"Bomb Tower Hit2","Bomb Tower Ammo3",,,,,,,,,,,,,,,,,,,,,,,,,"BomberTower_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"bomb_tower_lvl5",,,,14,0,0,,,9000000,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,44,,,,,,,"Bomb Tower Destroyed3",,,,,"Bomb Tower Hit3","Bomb Tower Ammo3",,,,,,,,,,,,,,,,,,,,,,,,,"BomberTower_lvl3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,
