TID,EN,FR,DE,ES,IT,NL,NO,PT,TR,JP,CN,KR
TID_EVENT_PVP_3,Multiplayer Event,,,,,,,,,,,
TID_EVENT_PVP_3_NAME,Ice Rage Arena,,,,,,,,,,,
TID_EVENT_PVP_3_INFO,Attention! Ice Rage Arena event is now ongoing in multiplayer island for limited amount of time! You'll have increased chances to find <c6>Gembits</c> from multiplayer matches and the multiplayer chest will contain additional <c6><gold></c> gold and <c6><xp></c> xp!\n\nTime left: <c6><time></c>,,,,,,,,,,,
TID_EVENT_PVP_3_NOTIFICATION,Ice Rage Arena event is now ongoing for limited time!,,,,,,,,,,,
TID_EVENT_TIME_LEFT,Time left: <time>,,,,,,,,,,,
TID_EVENT_TIME_LEFT_WARNING,Time left: <c5><time></c>,,,,,,,,,,,
TID_NEW_EVENT_STARTED,<name> event is now ongoing for limited time!,,,,,,,,,,,
TID_ENTER_RANDOM_REWARD,Random Rewards,,,,,,,,,,,
TID_ENTER_SELECT_HEROES,Select your heroes,,,,,,,,,,,
TID_HEROES,Heroes,,,,,,,,,,,
TID_NO_ITEM,No Item,,,,,,,,,,,
TID_EQUIP,Equip,,,,,,,,,,,
TID_ITEM_RECHARGE_TIME,Unavailable after release:,,,,,,,,,,,
TID_ITEM_RECHARGING_TIMER,Available in:\n<time>,,,,,,,,,,,
TID_ORB_1,Red Gembit,,,,,,,,,,,
TID_ORB_2,Green Gembit,,,,,,,,,,,
TID_ORB_3,Blue Gembit,,,,,,,,,,,
TID_ORB_4,Dark Gembit,,,,,,,,,,,
TID_ORB_SCREEN_EXPLANATION,Gembits are used to unlock heroes and items.,,,,,,,,,,,
TID_ORB_NOTIFICATION,<c3><name></c>\n\nIn your next multiplayer match and you have <c3><chance></c> chance to earn <c3><name></c>! Gembits are used to unlock items and heroes.,,,,,,,,,,,
TID_ORB_CHANCE_LOW,small,,,,,,,,,,,
TID_ORB_CHANCE_MEDIUM,medium,,,,,,,,,,,
TID_ORB_CHANCE_HIGH,high,,,,,,,,,,,
TID_ORB_FOUND,Treasure found!,,,,,,,,,,,
TID_SPELLS_LOCKED,Load your magic pack with spells and take your battles to the next level!\n\nSpells are available when you reach\n<c3>XP Level <num></c>,,,,,,,,,,,
TID_FIRST_ITEM_TIP,Select item below,,,,,,,,,,,
TID_EQUIP_ITEM_TO_YOUR_HERO,Equip items on your Hero to improve their abilities,,,,,,,,,,,
TID_ITEMS_SELECT_TITLE,Equip <name>,,,,,,,,,,,
TID_ITEMS_UNEQUIP_TITLE,Unequip,,,,,,,,,,,
TID_MAX_LEVEL,MAX LEVEL,,,,,,,,,,,
TID_BUTTON_SPEEDUP,Speed Up,,,,,,,,,,,
TID_ITEM_UNAVAILABLE_TIME,Item is unavailable for <c3><time></c>,,,,,,,,,,,
TID_ITEM_NEEDS_TO_BE_UNATTACHED,Unequip <c3><name></c> first,,,,,,,,,,,
TID_EQUIP_ITEM_ON_HERO,Equip on <c3><name></c>,,,,,,,,,,,
TID_ITEM_ALREADY_EQUIPPED,This item is equipped to <c3><name></c> and needs to be unequipped first!,,,,,,,,,,,
TID_ITEM_UNEQUIP_DESCRIPTION,Unequipping item will make it unavailable for <time>,,,,,,,,,,,
TID_ITEM_UNLOCK_FROM_SHOP,Unlock item from shop first,,,,,,,,,,,
TID_ITEMS_SPEEDUP_TITLE,Speed Up,,,,,,,,,,,
TID_SNEAKBUCKET,Sneaky Bucket,,,,,,,,,,,
TID_NO_ITEM_EQUIPPED,No Item,,,,,,,,,,,
TID_HERO_ITEM,Equipped item:,,,,,,,,,,,
TID_SAME_SET_OF_SPELLS,Get same set of spells as last time,,,,,,,,,,,
TID_PRIVACY_POLICY,Privacy Policy,,,,,,,,,,,
TID_TERMS_OF_SERVICE,Terms of Service,,,,,,,,,,,
TID_PARENTS_GUIDE,Parent's Guide,,,,,,,,,,,
TID_MEGACHEST_WIN,Win to receive a\nMegachest!,,,,,,,,,,,
TID_EQUIPPED_ITEM,Equipped item:,,,,,,,,,,,
TID_ITEMS_UNLOCK_AT,Items unlock at\n<c3>XP level <number></c>,,,,,,,,,,,
TID_UPGRADE_GIVES_TO_ITEM,Upgrade gives:,,,,,,,,,,,
TID_UPGRADE_GIVES_TO_ITEM_PERCENT,+<num>%,,,,,,,,,,,
TID_UPGRADE_GIVES_TO_ITEM_EXTRA,+<num> Extra,,,,,,,,,,,
TID_UPGRADE_GIVES_TO_ITEM_NUM,+<num>,,,,,,,,,,,
,next upgrade,,,,,,,,,,,
