"Name","Sound","Volume","MinPitch","MaxPitch","ParticleEmitter","CameraShake","AttachToParent","IsoLayer","Targeted","IgnoreTargetedScaling","StartOffset","UseFlashOffset","IsLaser","PlayDuringFastForward","StatusEffectTarget","StatusEffectTargetClass","StatusEffectType","UnitState","StatusEffectPriority","StatusEffectOverride","TriggerOnStatusRefresh","StatusEffectTriggerRateMs","StatusEffectChance","ColorEffectType","ColorEffectLengthMs","Color1Add","Color2Add","Color1Mul","Color2Mul","ColorEffectPhase","ColorEffectSpeed","ShakeEffectLengthMs","ShakeStrengthX","ShakeStrengthY","ShakeSpeedX","ShakeSpeedY"
,,,,,"Cannon_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mortar_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_tiny",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grapple Hit","sfx/grapple_hit_01.wav",80,100,100,"bomb_crater_mortar",,,"objects",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HotPotEngage","sfx/flamer_up_01.wav",90,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HotPotDisengage","sfx/flamer_down_01.wav",90,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Radius Indicator","sfx/healing_05.wav",40,95,105,"Radius Ring",,,"ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Boosted Troop Armor",,,,,,,,"top",,,,,,,"Character",,"ArmorBoost",,10,,,1000,,"Pulse",,"#000000","#1b80ce","#FFFFFF","#FFFFFF",0,200,,,,,
"Hacked Building",,,,,,,,"top",,,,,,,"Building",,"Hacked",,10,,,1000,,"Pulse",,"#000000","#008000","#FFFFFF","#FFFFFF",0,200,,,,,
"Democharged Building",,,,,,,,"top",,,,,,,"Building",,"Democharged",,10,,,1000,,"Pulse",,"#000000","#800000","#FFFFFF","#FFFFFF",0,200,,,,,
"DrTStatueBoost","sfx/evil_doc_laugh_01.wav",,,,"soundwave",,"true","top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"DrTPerfectPitch","sfx/evil_doc_laugh_01.wav",100,145,155,"soundwave",,"true","top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Taunt Tower Crumble","sfx/building_destroyed_01.wav",70,85,95,"Hit Ring1",50,,"objects",,,500,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_blink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Taunt_tower_crumble_head",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Taunt_tower_crumble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_bricks_dark2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_wood_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Taunt_tower_triggered",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Taunt Tower Explosion","sfx/tank_mine_01.wav",80,95,105,"Explosion_smoke1",75,"true","top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"explosion_blast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_radial_shine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke_dispersing_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_additive_bigger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_slowdown_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flame_debris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"tank_debree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Reef_debris_tile_green",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mechnomancer Attack","sfx/boom_beach_stun_shoot_01.wav",70,95,105,"MuzzleMechnomancer",,"true","objects","true","true",400,"true","false","false",,,,,,,,,,,,,,,,,,,,,,
"Mechnomancer Attack2",,,,,"MuzzleMechnomancer2",,"true","top","false","false",400,"false","false","false",,,,,,,,,,,,,,,,,,,,,,
"Mechnomancer Sparkle",,,,,"Mechnomancer_sparks",,"true","top",,,0,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mechnomancer_sparks2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mechnomancer Skill Critters","sfx/drone_deploy_01.wav",80,95,105,"Mechnomancer_summon_critters",,"true","top","false","false",0,"false","false","true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Mechnomancer_sparks2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"explosion_shockmine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"shockmine_sparks_longer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sergeant Attack3",,,,,"Attack_ground_flash",,"true","ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"MachineGunShell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sergeant Attack2",,,,,"Sergeant_muzzle_smoke",,"true","objects",,,,"true",,,,,,,,,,,,,,,,,,,,,,,,
"Sergeant Attack","sfx/assault_troop_shoot_01.wav",50,90,110,"Muzzle Flash rifle",,"true","objects","true","true",,"true",,,,,,,,,,,,,,,,,,,,,,,,
"Mechnomancer Skill Critters Passive","sfx/drone_deploy_01.wav",80,95,105,"Mechnomancer_summon_critters_passive",,"true","top","false","false",0,"false","false","true",,,,,,,,,,,,,,,,,,,,,,
"Mechnomancer Skill Hacking","sfx/fem_tech_hack_01.wav",80,98,102,"Mechnomancer_hacking",,"true","top","true","true",400,"false","false","true",,,,,,,,,,,,,,,,,,,,,,
"Ability Target Building",,,,,"Ability_target",,,"ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Hero Boosted Troop",,,,,,,,"top",,,,,,,"Character",,"AttackBoost",,10,,,1000,,"Pulse",,"#000000","#c42a2a","#FFFFFF","#FFFFFF",0,150,1000,,500,,4000
"Battle Order2",,40,95,105,"Battle_order_lightning_area",,,"top",,,,"false","false","true",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Battle Order",,40,95,105,"Battle_order_AoE",,,"ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Battle_order_circling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Battle_order_pulse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shield2",,40,95,105,"Shield_symbol",,,"top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Shield",,40,95,105,"Shield_AoE",,,"ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Shield_circling",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Shield_area_shine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Shield_pulse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collect Scrap",,40,100,100,"Collect Scrap",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Collect Tickets",,40,100,100,"Collect Tickets",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trader Chest Appear","sfx/trader_chest_appear_01.wav",40,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trader Chest Card Appear","sfx/trader_chest_card_appear_01.wav",40,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trader Chest Card Reveal","sfx/card_flip_01.wav",40,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SuperGrenadier Grenade Explosion","sfx/tank_mine_01.wav",80,95,105,"Explosion_smoke1",,"true","top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"explosion_blast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_radial_shine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke_dispersing_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_additive_bigger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_slowdown_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Supersoldier Disembark",,80,98,102,"supersoldier effect",,"true","ground",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
"Collect Supplies",,40,100,100,"Collect Supplies",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"top",,,,,,,"Character",,"SpeedBoost","Moving",,,,128,,,,,,,,,,,,,,
"Unit Shield Spell Pulse","sfx/wd_shield_01.wav",70,95,105,"unit_bubble_shield_icon",,"true","top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"unit_bubble_shield_pulse",,,"ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"unit_bubble_shield_circle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unit Shield Bubble Small",,,,,"unit_bubble_shield_small",,"true","top",,,,,,,"Character",1,"Shield",,50,,"true",0,,,,,,,,,,,,,,
,,,,,"unit_bubble_swoosh_small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unit Shield Bubble Medium",,,,,"unit_bubble_shield_medium",,"true","top",,,,,,,"Character",2,"Shield",,50,,"true",0,,,,,,,,,,,,,,
,,,,,"unit_bubble_swoosh_medium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unit Shield Bubble Big",,,,,"unit_bubble_shield_big",,"true","top",,,,,,,"Character",3,"Shield",,50,,"true",0,,,,,,,,,,,,,,
,,,,,"unit_bubble_swoosh_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unit Shield Bubble Break",,,,,"unit_bubble_break",,"false","top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Attack_ground_flash_magic",,"false","top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crystal Critter Summon","sfx/crystal_critters_01.wav",60,95,105,"Reef_melon_leaves",,,"top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"crystal_critter_summon_smoke_puff",,,"ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crystal Critter Break",,,,,"crystal_critter_break",,"true","top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Attack_ground_flash_magic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"crystal_critter_break_smoke_puff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Resurrection Aura Pulse","sfx/wd_defib_sfx_01.wav",70,100,100,"resurrection_aura_pulse",,"false","ground",,,,"false",,"false",,,,,,,,,,,,,,,,,,,,,,
,,,,,"hollow_ghoul_particle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"resurrection_aura_smoke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Resurrection Cell Hit",,,,,"resurrection_summon_smoke_puff",,"true","top",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"resurrection_summon_spark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Resurrection Troop Glow",,,,,,,,"top",,,,,,,"Character",,"Resurrection",,10,,,0,,"Pulse",,"#cdabdd","#9f0ee3","#ff55cc","#ff55cc",0,150,,,,,
"Democharge Explosion","sfx/tank_mine_01.wav",80,95,105,"Explosion_smoke1",75,"true","top",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,
,,,,,"hq_crater",,,"ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_flash",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"explosion_blast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_radial_shine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground_powercore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke_dispersing_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Ring2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_afterglow_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_large",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Hit Light1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_smoke2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_sparks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Boom_cannon_explosion_slowdown_big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Flame_debris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Explosion_big_empireHQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"fire_ring",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
