"Barbarian",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"celebrate","true",,,"darkWitch_lvl4_idle1","true","true",,,,,,,
,"die","false",,,"barbarian_death_1","false","true",,,,,,,
,"attack2","true",,22,"darkWitch_lvl4_summon","false","true",,,,,,,
"Bat_lvl1",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast","Scale","ColorMulR","ColorMulG","ColorMulB",,,
,"String","boolean","int","int","String","boolean","boolean","int","int","int","int",,,
,"walk","true",,,"bat_lvl1_run1","true","true",110,200,200,200,,,
,"idle","true",1,,"bat_lvl1_idle1","true","true",110,200,200,200,,,
,"attack","true",1,6,"bat_lvl1_attack1","false","true",110,200,200,200,,,
,"celebrate","true",,,"bat_lvl1_idle1","false","true",110,200,200,200,,,
,"die","false",1,,"bat_lvl1_die1_1","false","true",,,,,,,
,"spawn","true",,,"bat_lvl1_idle1","false","true",110,200,200,200,,,
"BattleRam_lvl1",,,,,,,,,,,,,,
,"Name","HasDirections","VariationWeight","ActionFrame","ExportName","Looping","StopToLast",,,,,,,
,"String","boolean","int","int","String","boolean","boolean",,,,,,,
,"walk","true",,,"battleram1_run1","true","true",,,,,,,
,"idle","true",,,"battleram1_idle1","true","true",,,,,,,
,"attack","true",0,1,"battleram1_attack2","false","true",,,,,,,
,"celebrate","true",,,"battleram1_idle1","true","true",,,,,,,
,"die","true",1,,"battleram1_attack2","false","true",,,,,,,
